Price,Close,High,Low,Open,Volume,Ticker
Ticker,JPM,JPM,JPM,JPM,JPM,
Date,,,,,,
2022-01-03,146.99581909179688,147.8503424772675,145.0049643684626,145.32314269155728,13120900,JPM
2022-01-04,152.5684051513672,153.2502040110175,149.2957650765523,149.36849195279632,20195800,JPM
2022-01-05,149.77911376953125,153.96758989867453,149.73338527500275,153.4737584391478,17539400,JPM
2022-01-06,151.370361328125,153.06220385707408,149.8614048540947,152.6415352311332,14047500,JPM
2022-01-07,152.87017822265625,153.20854396964614,150.94969305706596,151.507547208642,13913300,JPM
2022-01-10,153.01649475097656,154.83636874645578,151.3795068169066,154.61689430926327,12922500,JPM
2022-01-11,153.17198181152344,154.1139302807698,152.09284784553384,153.87614766816637,11854100,JPM
2022-01-12,154.04078674316406,155.09247257786305,152.8884898256402,154.05908093589406,12568000,JPM
2022-01-13,153.84873962402344,155.2936739192433,153.53780810533058,153.94933675705713,13623400,JPM
2022-01-14,144.39263916015625,147.26421304441294,143.48726512447567,147.01729031570395,40158400,JPM
2022-01-18,138.33853149414062,142.4629844557375,137.67092625205095,142.4629844557375,32324800,JPM
2022-01-19,136.19857788085938,139.21647719433324,135.85107201268852,138.61290849514063,22380000,JPM
2022-01-20,135.0371551513672,137.7349689514224,134.76279813090545,136.2534605770579,14860800,JPM
2022-01-21,132.67771911621094,134.89998187898092,131.93696486195427,134.8908417607431,20705400,JPM
2022-01-24,132.5587921142578,133.0434833835561,127.63871663193518,130.11704158183767,28471400,JPM
2022-01-25,134.00375366210938,134.29640488030304,128.75443755937977,131.36994851587875,18915900,JPM
2022-01-26,135.27491760253906,137.69838822559947,133.4824778657257,136.00653163882856,20709100,JPM
2022-01-27,132.8880157470703,137.52460802880142,131.80889601742186,136.64666852392853,17536800,JPM
2022-01-28,134.076904296875,134.21407582146628,130.0164597164506,131.86378198908213,14117000,JPM
2022-01-31,135.8968048095703,136.0705507719659,132.30275703535742,133.18983685460796,13985700,JPM
2022-02-01,138.22879028320312,138.52144147139185,135.62243366598383,135.97909358010338,14584900,JPM
2022-02-02,137.1222381591797,138.0367522043076,135.4121013601911,137.634363791751,12441100,JPM
2022-02-03,135.98825073242188,138.68606467250603,135.61329658347492,137.17712191321206,12474900,JPM
2022-02-04,139.51829528808594,140.3779409376034,136.05229233255065,136.3540837172353,16654400,JPM
2022-02-07,139.98468017578125,140.48765176796417,137.95445775466555,140.16758020515485,12572300,JPM
2022-02-08,142.61846923828125,144.9321887646612,141.5667836187913,141.7496836455229,20411400,JPM
2022-02-09,143.21290588378906,143.97194026581911,142.4995860407804,143.20375181248318,9131100,JPM
2022-02-10,142.61846923828125,145.4351743039563,141.95087786124097,143.26778038071268,16455600,JPM
2022-02-11,140.76199340820312,144.6669721010525,139.89320789782712,142.30752430312924,16830000,JPM
2022-02-14,139.45428466796875,140.54254491675843,137.4697903963449,139.673759159781,17026500,JPM
